0.81,0.11958,789,0.13348,0.95802,0.56725,0.96336,26.844,45.72,0.99527,0.12566,0.015673,1.604,0.36068,0.74543,0.89425,1.0903,0.93723,0.95345,1.585,2,0,0.067713,0.12973,0.19175,0.25192,0.31533,0.38412,0.45799,0.55525,0.67913,0.80348,0.91567,0.98369,0,0.11404,0.2193,0.27193,0.32456,0.4386,0.5,0.57895,0.7193,0.92105,0.99123,0.99123,0.99123,0
0.92,0.32727,94,0.039216,0.87732,0.93927,0.98944,2.4194,14.954,0.99195,0.39385,0.14659,1.0924,0.56892,0.88753,0.87501,1,1.2297,0.66096,0.5,1,0,0.06428,0.1271,0.21622,0.28926,0.36523,0.4485,0.58729,0.73776,0.82834,0.90139,0.94375,0.95982,0,0.10811,0.21622,0.32432,0.40541,0.48649,0.62162,0.75676,0.97297,0.97297,0.97297,0.97297,0.97297,0
0.55,0.36294,507,0.052036,0.8953,0.76243,0.97398,8.0096,20.843,0.99154,0.17939,0.030809,1.4976,0.45144,0.84327,0.90073,1.1401,1.161,0.90368,1.4037,2,0,0.065977,0.14324,0.22413,0.30785,0.40473,0.50873,0.6462,0.76767,0.84843,0.90755,0.9613,0.98656,0,0.10656,0.21311,0.32787,0.48361,0.59016,0.68852,0.88525,0.9918,0.9918,0.9918,0.9918,0.9918,1
0.01,0.41845,557,0.10709,0.87791,0.67644,0.96053,12.034,27.418,0.98867,0.1594,0.024724,1.5203,0.41801,0.80957,0.91258,1.2696,1.3581,1,1.4037,2,0.0097106,0.071512,0.1638,0.26648,0.38541,0.51353,0.65219,0.77444,0.86168,0.91626,0.95171,0.97896,0.99063,0.02454,0.1411,0.29448,0.45399,0.61963,0.77301,0.92638,0.99387,0.99387,0.99387,0.99387,0.99387,0.99387,1
0.05,0.30481,537,0.08371,0.90058,0.68733,0.96518,10.808,24.33,0.98863,0.15962,0.024807,1.5115,0.36374,0.78241,0.90089,1.0294,1.0198,1.085,1.585,2,0.0099754,0.073313,0.15985,0.24638,0.33844,0.45538,0.58638,0.72868,0.82844,0.88132,0.92314,0.96028,0.98516,0.023256,0.17054,0.26357,0.34884,0.51163,0.68992,0.87597,0.99225,0.99225,0.99225,0.99225,0.99225,0.99225,1
0.88,0.3253,97,0.039216,0.86354,0.93924,0.98925,2.2622,14.05,0.99081,0.39206,0.15053,1.1,0.61343,1.0825,1.085,1.0437,1,0.5,0.5,1,0,0.066358,0.13117,0.21142,0.27623,0.38889,0.47994,0.58333,0.75,0.8287,0.88117,0.91512,0.95062,0,0.13889,0.25,0.36111,0.41667,0.55556,0.66667,0.75,0.97222,0.97222,0.97222,0.97222,0.97222,0
0.07,0.072897,770,0.085219,0.93571,0.57773,0.96694,17.439,30.188,0.99467,0.12946,0.016405,1.5981,0.3485,0.88536,0.84887,0.961,1.1788,1.124,1.5,2,0.010854,0.070892,0.13647,0.20419,0.26909,0.33987,0.41902,0.52869,0.64978,0.76126,0.86721,0.94183,0.97733,0.030075,0.12782,0.22556,0.30827,0.38346,0.5188,0.6015,0.78195,0.95489,0.99248,0.99248,0.99248,0.99248,1
0.69,0.51515,345,0.13047,0.89842,0.74788,0.96214,10.877,29.777,0.98897,0.17937,0.032032,1.4051,0.53494,0.88583,0.88277,0.91156,1.0294,0.85022,1.2925,2,0,0.075571,0.15336,0.23446,0.34353,0.49661,0.60512,0.70948,0.78754,0.85481,0.90353,0.94201,0.97412,0,0.11765,0.23529,0.36471,0.47059,0.70588,0.84706,0.98824,0.98824,0.98824,0.98824,0.98824,0.98824,0
0.94,0.086957,197,0.069382,0.9036,0.86833,0.98284,5.8044,22.472,0.99134,0.25301,0.063227,1.2703,0.65719,0.85982,0.95714,0.97377,1.0577,0.6112,0.79248,1.585,0,0.049146,0.10912,0.16576,0.21658,0.27655,0.35069,0.42982,0.50312,0.59559,0.68971,0.84965,0.9546,0,0.081633,0.14286,0.20408,0.26531,0.32653,0.40816,0.4898,0.61224,0.7551,0.89796,0.97959,0.97959,0
0.93,0.14286,149,0.046757,0.91432,0.90425,0.98699,4.0558,19.714,0.99618,0.30652,0.090474,1.183,0.61994,0.7137,0.82856,0.82193,1.0577,0.70752,0.79248,1.585,0,0.05354,0.11898,0.18917,0.25223,0.32957,0.42237,0.51874,0.64842,0.79358,0.87686,0.93754,0.96252,0,0.073171,0.17073,0.2439,0.34146,0.41463,0.53659,0.63415,0.87805,0.97561,0.97561,0.97561,0.97561,0
0.01,0.3078,927,0.12745,0.92382,0.50686,0.96443,23.254,33.895,0.99395,0.11139,0.012402,1.6427,0.27998,0.922,0.924,0.963,1,1.161,1.661,2,0.010127,0.070795,0.14583,0.22405,0.30556,0.38272,0.46769,0.56134,0.67921,0.78829,0.86507,0.92332,0.9782,0.020833,0.13889,0.27778,0.40278,0.48611,0.5625,0.65278,0.90278,0.99306,0.99306,0.99306,0.99306,0.99306,1
0.5,0.096386,467,0.10181,0.88176,0.70744,0.96408,10.562,26.124,0.98086,0.16655,0.027064,1.4779,0.41296,0.922,1.0203,1.1705,1.0646,0.95345,1.5,2,0,0.064622,0.14361,0.2364,0.34954,0.45882,0.58005,0.70467,0.81154,0.8887,0.94174,0.97097,0.98582,0,0.11806,0.25,0.39583,0.55556,0.74306,0.90278,0.99306,0.99306,0.99306,0.99306,0.99306,0.99306,1
0.68,0.20635,443,0.11161,0.92731,0.70833,0.96415,13.246,32.721,0.99393,0.16456,0.026781,1.4652,0.46391,0.75207,0.83904,1.0662,1.0498,0.85022,1.4037,2,0,0.064453,0.13064,0.20269,0.28993,0.36545,0.44618,0.55252,0.66515,0.77756,0.87869,0.95139,0.98069,0,0.11458,0.21875,0.30208,0.38542,0.52083,0.60417,0.8125,0.92708,0.98958,0.98958,0.98958,0.98958,1
1.02,0.12381,104,0.018854,0.90156,0.9264,0.99208,2.1879,11.895,0.9878,0.33926,0.11599,1.1167,0.64172,0.69515,0.95877,0.90368,0.79248,0.5,0.79248,1.585,0,0.029412,0.11765,0.16955,0.2301,0.29412,0.36851,0.45848,0.54325,0.6436,0.78028,0.89273,0.96194,0,0.088235,0.14706,0.20588,0.26471,0.38235,0.5,0.58824,0.70588,0.91176,0.97059,0.97059,0.97059,0
0.59,0.15217,1014,0.25339,0.92077,0.44002,0.93948,31.962,45.058,0.99054,0.10978,0.011967,1.6643,0.21598,0.83611,1.0276,1.1806,1.2075,1.429,1.7925,2,0.0066991,0.056815,0.14441,0.24066,0.35259,0.46243,0.56863,0.68701,0.79663,0.87834,0.93185,0.96809,0.98835,0.011278,0.11654,0.30451,0.46241,0.55639,0.70301,0.87594,0.97368,0.99624,0.99624,0.99624,0.99624,0.99624,0
0.01,0.4859,693,0.067873,0.93055,0.61085,0.96707,13.567,26.082,0.99334,0.14027,0.019103,1.5728,0.3215,0.85749,1.0119,1.1681,1.161,1.161,1.585,2,0.0084207,0.079728,0.16304,0.25161,0.38622,0.52567,0.63609,0.75046,0.83568,0.90012,0.94019,0.97142,0.98862,0.016393,0.12568,0.24044,0.42077,0.60109,0.79235,0.89071,0.99454,0.99454,0.99454,0.99454,0.99454,0.99454,1
0.44,0.30839,460,0.082202,0.88097,0.71479,0.96735,9.3029,22.483,0.98604,0.16707,0.027173,1.4794,0.21687,0.82236,0.96599,1.2253,1.2203,1.161,1.4037,1.585,0.011605,0.069061,0.16019,0.26683,0.3804,0.50635,0.60271,0.69184,0.76966,0.85042,0.92547,0.9698,0.98673,0.013793,0.11724,0.24828,0.41379,0.54483,0.75172,0.93793,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,1
0.73,0.11538,412,0.12594,0.93447,0.71304,0.96339,14.75,36.426,0.994,0.16687,0.02754,1.4575,0.50097,0.97085,1.0149,0.97171,0.8888,0.85022,1.4037,2,0,0.061641,0.12807,0.20741,0.28134,0.3661,0.45002,0.55331,0.65639,0.77593,0.90317,0.95898,0.98209,0,0.081633,0.22449,0.31633,0.37755,0.52041,0.68367,0.83673,0.90816,0.9898,0.9898,0.9898,0.9898,0
0.03,0.23077,642,0.12821,0.92922,0.58273,0.94737,18.506,35.449,0.99614,0.13909,0.018737,1.5853,0.29196,0.93441,0.98342,1.161,1.1448,1.085,1.585,2,0.010614,0.063953,0.14312,0.22546,0.31321,0.41428,0.53637,0.66211,0.77271,0.85965,0.92814,0.97012,0.98857,0.017442,0.12209,0.22674,0.31395,0.44767,0.59884,0.80233,0.99419,0.99419,0.99419,0.99419,0.99419,0.99419,1
0.01,0.27586,175,0.070136,0.83057,0.87982,0.9764,4.1102,17.975,0.97807,0.27871,0.074651,1.25,0.46202,0.85914,1.0187,1.1282,1.124,0.79248,1,1.585,0,0.06476,0.15122,0.25214,0.37705,0.51381,0.619,0.73439,0.81525,0.88231,0.92768,0.95891,0.97798,0,0.10256,0.24359,0.38462,0.62821,0.79487,0.91026,0.98718,0.98718,0.98718,0.98718,0.98718,0.98718,0
0.78,0.27055,243,0.053544,0.93585,0.82231,0.97624,7.2352,24.098,0.99084,0.21635,0.045967,1.3461,0.35568,0.90442,0.93395,0.98174,1.161,1.161,1,1,0,0.070182,0.12385,0.2143,0.28748,0.37493,0.45787,0.5577,0.70783,0.83918,0.89698,0.93451,0.97016,0,0.09589,0.19178,0.35616,0.43836,0.54795,0.65753,0.82192,0.9863,0.9863,0.9863,0.9863,0.9863,0
0.98,0.2,82,0.019608,0.92099,0.93125,0.9907,2.4386,13.666,0.99696,0.34353,0.11478,1.1346,0.59414,1.0444,1.0222,1,1.5,1,-0,-0,0,0.055096,0.082645,0.1506,0.21671,0.28834,0.36731,0.41139,0.50689,0.5932,0.74747,0.86501,0.955,0,0.060606,0.12121,0.18182,0.24242,0.33333,0.42424,0.48485,0.57576,0.72727,0.93939,0.9697,0.9697,0
0.87,0.2398,381,0.11689,0.92392,0.73007,0.96217,12.501,32.187,0.99061,0.17276,0.029239,1.4448,0.53954,0.91754,0.94291,0.95345,0.9693,0.79248,1.2925,2,0,0.059516,0.12595,0.18962,0.25412,0.32554,0.3964,0.47945,0.58353,0.71336,0.81356,0.8908,0.97495,0,0.082353,0.2,0.27059,0.34118,0.4,0.49412,0.58824,0.77647,0.98824,0.98824,0.98824,0.98824,0
0.82,0.047619,326,0.06184,0.95643,0.77266,0.97763,10.623,30.138,0.99514,0.187,0.034454,1.4092,0.52919,0.8625,0.93125,1.0688,1.0688,0.66096,1.161,2,0,0.044375,0.10313,0.16969,0.23781,0.29156,0.36188,0.44,0.51469,0.62406,0.73406,0.85312,0.96156,0,0.0625,0.175,0.25,0.35,0.4125,0.475,0.575,0.6625,0.875,0.9875,0.9875,0.9875,1
0.82,0.47368,163,0.031674,0.94381,0.88364,0.98617,4.7962,19.9,0.99654,0.26266,0.068309,1.2349,0.41011,0.94753,0.924,1,1.161,0.90368,0.79248,1,0,0.049383,0.1358,0.19684,0.28326,0.37174,0.46914,0.60974,0.70508,0.79424,0.8546,0.91015,0.9513,0,0.074074,0.2037,0.2963,0.40741,0.53704,0.62963,0.85185,0.98148,0.98148,0.98148,0.98148,0.98148,0
1.03,0,65,0.03092,0.89539,0.94147,0.99108,2.2459,14.171,0.99106,0.38164,0.14339,1.0682,0.8911,0.80735,0.90368,1,1.5,1,-0,-0,0,0,0.094388,0.16837,0.21173,0.27296,0.36224,0.42602,0.4949,0.57908,0.74745,0.81888,0.94133,0,0,0.14286,0.21429,0.28571,0.35714,0.46429,0.57143,0.67857,0.75,0.96429,0.96429,0.96429,0
0.86,0.125,193,0.053544,0.93788,0.85213,0.98259,6.311,23.141,0.99636,0.23786,0.055487,1.3034,0.66227,0.92338,1.0405,0.92899,1.0577,0.70752,0.79248,1.585,0,0.066116,0.13818,0.20694,0.26975,0.36628,0.45091,0.59901,0.71339,0.82975,0.89322,0.94612,0.97124,0,0.072727,0.18182,0.23636,0.30909,0.45455,0.63636,0.81818,0.98182,0.98182,0.98182,0.98182,0.98182,0
0.82,0.3125,349,0.058824,0.90242,0.76176,0.97411,7.6635,20.692,0.99363,0.18172,0.032342,1.4251,0.49617,0.88042,0.97377,0.93723,0.69616,0.79248,1.5,2,0,0.060966,0.1259,0.18747,0.26063,0.34476,0.4228,0.51578,0.63832,0.74775,0.84347,0.91358,0.96693,0,0.08642,0.16049,0.24691,0.34568,0.49383,0.55556,0.71605,0.97531,0.98765,0.98765,0.98765,0.98765,0
0.93,0.055556,291,0.073906,0.9484,0.78914,0.97744,10.357,30.343,0.99777,0.19449,0.037474,1.3832,0.73317,0.88982,0.98864,1.0437,1,0.5,1,2,0,0.041824,0.1038,0.14916,0.22021,0.26657,0.33963,0.39053,0.46611,0.53767,0.63492,0.74376,0.9413,0,0.063492,0.12698,0.19048,0.25397,0.30159,0.38095,0.42857,0.52381,0.60317,0.71429,0.87302,0.98413,0
0.93,0,487,0.12443,0.94048,0.67362,0.95701,16.724,36.874,0.996,0.15172,0.022869,1.4962,0.48884,0.95217,0.94539,0.9693,0.8888,0.79248,1.4037,2,0,0.056559,0.11387,0.16816,0.21765,0.27749,0.33834,0.40146,0.47242,0.54842,0.64285,0.7701,0.93296,0,0.067416,0.13483,0.20225,0.24719,0.32584,0.40449,0.46067,0.55056,0.62921,0.73034,0.98876,0.98876,0
6.28,0.058824,1800,0.29072,0.92189,0.28085,0.89297,61.097,47.257,0.99177,0.085342,0.0071689,1.8101,0.13165,0.88982,0.93438,1.0666,1.2618,1.4771,1.7925,2,0.010676,0.061162,0.13051,0.20991,0.29387,0.37887,0.47137,0.58078,0.68308,0.80609,0.9189,0.96951,0.98967,0.015873,0.11508,0.22222,0.3373,0.46825,0.54762,0.68651,0.8254,0.90476,0.99603,0.99603,0.99603,0.99603,1
0.72,0.31481,428,0.050528,0.94534,0.727,0.98127,12.044,29.29,0.99709,0.16725,0.027477,1.4716,0.49108,0.94555,0.94654,0.97377,1.1112,0.90368,1.2925,2,0,0.088942,0.16808,0.25536,0.34504,0.44101,0.57193,0.72874,0.82119,0.88924,0.93916,0.96893,0.98373,0,0.14423,0.25,0.34615,0.43269,0.56731,0.77885,0.99038,0.99038,0.99038,0.99038,0.99038,0.99038,1
0.9,0.055556,268,0.082956,0.91274,0.80275,0.97282,8.682,26.531,0.9978,0.20098,0.040093,1.3715,0.38744,0.88982,0.82768,0.81402,1,0.93723,1.161,1.585,0,0.056437,0.12245,0.17989,0.23129,0.30285,0.35727,0.43487,0.50995,0.62031,0.74024,0.91257,0.96649,0,0.063492,0.15873,0.22222,0.30159,0.38095,0.44444,0.50794,0.60317,0.77778,0.96825,0.98413,0.98413,0
1.03,0.25,51,0.021116,0.88973,0.95827,0.99346,1.5662,11.429,0.99242,0.43914,0.18697,1.0146,0.84745,0.89308,1.0577,0.90368,1.2925,1,-0,-0,0,0,0.11243,0.14793,0.20118,0.28994,0.3284,0.43491,0.52367,0.57396,0.73373,0.82544,0.92899,0,0,0.15385,0.19231,0.26923,0.34615,0.42308,0.53846,0.65385,0.73077,0.96154,0.96154,0.96154,0
0.56,0.5369,611,0.13424,0.93456,0.6169,0.95111,18.092,36.692,0.99248,0.14362,0.02017,1.5506,0.15238,0.85316,0.98303,1.1456,1.2131,1.3315,1.5,1.585,0.010488,0.09949,0.19324,0.29719,0.42156,0.53253,0.6459,0.73533,0.80336,0.86026,0.90873,0.94905,0.98193,0.011905,0.16071,0.29167,0.41667,0.65476,0.79762,0.94048,0.99405,0.99405,0.99405,0.99405,0.99405,0.99405,1
0.73,0.39703,741,0.21418,0.93455,0.55084,0.95327,28.207,47.741,0.99602,0.12486,0.015427,1.5959,0.34884,0.91254,0.91504,0.88277,1.085,1.161,1.5,2,0.013184,0.065063,0.13086,0.20422,0.27722,0.37073,0.46265,0.57068,0.69385,0.79102,0.85693,0.92322,0.9707,0.015625,0.09375,0.16406,0.30469,0.39844,0.53906,0.67188,0.8125,0.99219,0.99219,0.99219,0.99219,0.99219,1
0.56,0.33109,724,0.099548,0.92364,0.56645,0.96179,18.579,32.319,0.9917,0.12916,0.016388,1.6003,0.32205,0.93515,1.0253,1.1689,1.2925,1.085,1.4037,2,0.010239,0.072335,0.14969,0.24092,0.32653,0.42872,0.54855,0.67004,0.78888,0.87568,0.93315,0.97041,0.98659,0.017241,0.12644,0.25287,0.35057,0.46552,0.67816,0.81609,0.93103,0.99425,0.99425,0.99425,0.99425,0.99425,1
0.58,0.076433,516,0.073906,0.91939,0.68197,0.96908,11.662,25.851,0.99038,0.15672,0.024016,1.5146,0.42621,1.1819,1.1996,1.2696,1.2573,1,1.4037,2,0,0.062263,0.13333,0.21352,0.30157,0.38997,0.48238,0.58768,0.70883,0.83951,0.92536,0.97186,0.99108,0,0.10427,0.23223,0.34123,0.46445,0.61137,0.78673,0.92417,0.98578,0.99526,0.99526,0.99526,0.99526,1
0.64,0.39136,528,0.07089,0.92474,0.67754,0.9726,12.028,26.154,0.98931,0.1525,0.022849,1.5228,0.34005,1.2385,1.2144,1.1529,1.1427,1.085,1.5,2,0,0.076825,0.17156,0.26027,0.34762,0.4541,0.58209,0.71764,0.8156,0.88707,0.93741,0.97179,0.99079,0,0.1381,0.28571,0.41429,0.51905,0.65714,0.86667,0.98095,0.99524,0.99524,0.99524,0.99524,0.99524,1
0.73,0.29412,1127,0.29412,0.91187,0.37579,0.90312,35.902,45.78,0.9941,0.10655,0.011152,1.702,0.24988,1.442,1.4003,1.364,1.2474,1.2925,1.7297,2,0.006848,0.080579,0.16313,0.24519,0.33907,0.43283,0.54228,0.66459,0.78654,0.88377,0.94318,0.98016,0.99567,0.0092593,0.13426,0.28704,0.40278,0.52546,0.59028,0.83796,0.97685,0.99769,0.99769,0.99769,0.99769,0.99769,1
0.65,0.1875,516,0.046003,0.94962,0.69039,0.978,11.384,25.123,0.99833,0.15507,0.023563,1.5132,0.39943,1.2974,1.2315,1.1438,1.1047,1.0437,1.5,2,0,0.073193,0.13706,0.22107,0.32166,0.46122,0.58651,0.67498,0.76192,0.84804,0.90259,0.94925,0.98626,0,0.098039,0.18137,0.32353,0.5,0.67647,0.93627,0.9951,0.9951,0.9951,0.9951,0.9951,0.9951,1
0.04,0.18433,1006,0.26697,0.90554,0.39707,0.91022,33.586,44.413,0.99305,0.1064,0.011224,1.6727,0.30493,1.2981,1.2782,1.3414,1.2513,1.124,1.585,2,0.0091778,0.082578,0.1536,0.24482,0.34456,0.44307,0.55336,0.68627,0.79811,0.88109,0.93604,0.97184,0.99173,0.013333,0.12333,0.25333,0.42667,0.53667,0.65667,0.78,0.99667,0.99667,0.99667,0.99667,0.99667,0.99667,1
0.06,0.086957,600,0.10784,0.89593,0.64503,0.95412,13.101,27.831,0.99082,0.14992,0.021852,1.5472,0.23984,1.1155,1.1808,1.2925,1.3095,1.2513,1.4037,1.585,0,0.06212,0.13562,0.22354,0.31068,0.41432,0.52444,0.65167,0.76972,0.86947,0.94097,0.97819,0.99097,0,0.11312,0.21719,0.32579,0.42986,0.60633,0.83258,0.98643,0.99548,0.99548,0.99548,0.99548,0.99548,1
0.73,0.24689,625,0.15083,0.94801,0.60828,0.96697,22.945,43.032,0.99813,0.13395,0.017826,1.5589,0.42534,1.2382,1.3083,1.239,0.95345,0.90368,1.5,2,0,0.068762,0.13788,0.2044,0.2809,0.36419,0.44022,0.53503,0.64857,0.80553,0.90631,0.96054,0.98488,0,0.10326,0.20652,0.29891,0.40217,0.4837,0.55435,0.72283,0.86957,0.99457,0.99457,0.99457,0.99457,1
6.28,0.48116,589,0.19457,0.91794,0.60792,0.94752,19.758,39.348,0.99191,0.14044,0.019527,1.5518,0.38494,1.1918,1.2182,1.2991,1.2618,1.085,1.5,2,0.010064,0.074967,0.16922,0.26019,0.36503,0.4967,0.63318,0.73844,0.82366,0.89266,0.94431,0.97531,0.98873,0.016064,0.14056,0.24096,0.38153,0.54618,0.71486,0.90361,0.99197,0.99598,0.99598,0.99598,0.99598,0.99598,1
0.88,0.13502,445,0.11765,0.94514,0.69979,0.96977,16.144,37.451,0.99428,0.15952,0.02502,1.4779,0.47906,1.0978,1.1151,1.0662,0.94654,0.85022,1.4037,2,0,0.059393,0.12403,0.18342,0.23744,0.30395,0.36845,0.43913,0.51612,0.61019,0.73354,0.85972,0.95593,0,0.10656,0.18033,0.2541,0.30328,0.39344,0.44262,0.5082,0.62295,0.77869,0.95902,0.9918,0.9918,1
1.29,0.088889,1274,0.13122,0.92832,0.4083,0.94997,31.829,35.437,0.98917,0.098103,0.0094785,1.7277,0.1956,1.1911,1.1988,1.1917,1.2653,1.2618,1.585,2,0.0090308,0.067132,0.13799,0.20294,0.26754,0.33348,0.40492,0.47672,0.56617,0.67923,0.80785,0.91062,0.97866,0.014599,0.13139,0.24818,0.32482,0.43066,0.5,0.55109,0.63869,0.84672,0.9854,0.99635,0.99635,0.99635,1
0.94,0.045455,400,0.082202,0.963,0.70297,0.98005,17.116,39.551,0.99943,0.15788,0.024736,1.4794,0.45212,0.95515,0.99245,1.0149,0.8888,0.79248,1.4037,2,0,0.066039,0.11723,0.16864,0.22582,0.29141,0.35125,0.41861,0.48975,0.5764,0.69651,0.84809,0.95291,0,0.094737,0.14737,0.21053,0.26316,0.34737,0.41053,0.48421,0.55789,0.65263,0.88421,0.98947,0.98947,0
0.81,0.35135,648,0.13575,0.9178,0.60133,0.95265,18.874,35.898,0.99529,0.13679,0.018436,1.5544,0.36511,1.1844,1.1406,1.1334,1,1,1.585,2,0,0.073927,0.14113,0.21211,0.29113,0.37296,0.45675,0.59004,0.7234,0.81626,0.90344,0.95419,0.98488,0,0.097143,0.2,0.28,0.37714,0.47429,0.62857,0.93143,0.99429,0.99429,0.99429,0.99429,0.99429,0
0.79,0.27523,477,0.13273,0.93382,0.69123,0.96779,15.864,36.618,0.99562,0.15753,0.024587,1.4789,0.4576,0.87685,1.0366,1.0405,0.8888,0.85022,1.4037,2,0,0.064896,0.13254,0.19763,0.27605,0.34957,0.42251,0.51309,0.61974,0.76404,0.85247,0.91324,0.96951,0,0.10891,0.21782,0.30693,0.40594,0.50495,0.56436,0.72277,0.85149,0.9901,0.9901,0.9901,0.9901,0
1.11,0.2,40,0.027903,0.84006,0.96861,0.99431,1.2707,11.171,0.98998,0.50914,0.26203,0.92059,0.83812,0.7885,0.72029,0.72972,1.4037,1,-0,-0,0,0,0.072022,0.12742,0.22715,0.26039,0.37119,0.41551,0.48753,0.5928,0.74792,0.90305,0.92521,0,0,0.10526,0.21053,0.31579,0.31579,0.42105,0.52632,0.52632,0.68421,0.94737,0.94737,0.94737,0
1.11,0.2,39,0.029412,0.85448,0.96859,0.99306,1.3014,11.555,0.9893,0.52121,0.26407,0.92059,0.83812,0.7885,0.83148,0.72972,1.2925,1,-0,-0,0,0,0.066482,0.12742,0.22161,0.28809,0.37673,0.43767,0.49861,0.63158,0.78116,0.89197,0.90859,0,0,0.10526,0.15789,0.31579,0.36842,0.47368,0.57895,0.63158,0.84211,0.94737,0.94737,0.94737,0
0.86,0.10448,500,0.14253,0.93998,0.65958,0.96743,18.192,38.856,0.99706,0.14766,0.021695,1.5069,0.4624,0.79909,0.89954,0.97171,0.82193,0.85022,1.5,2,0,0.058396,0.13317,0.19738,0.2571,0.31735,0.38288,0.45845,0.54327,0.6413,0.79746,0.9169,0.96631,0,0.12644,0.24138,0.31034,0.35632,0.4023,0.48276,0.56322,0.64368,0.77011,0.98851,0.98851,0.98851,0
1.13,0.22222,35,0.017345,0.84723,0.97306,0.99485,0.94083,8.9484,0.99526,0.58222,0.31661,0.89293,0.80883,0.83007,0.59632,0.58496,1.4037,1,-0,-0,0,0,0.0625,0.13281,0.15625,0.22656,0.32813,0.39063,0.44531,0.53125,0.67969,0.76563,0.89063,0,0,0.125,0.1875,0.1875,0.3125,0.4375,0.4375,0.5625,0.625,0.875,0.9375,0.9375,1
0.92,0.36842,91,0.03092,0.86705,0.9334,0.98797,2.2138,13.052,0.9828,0.35959,0.12294,1.119,0.58103,0.86876,1.1112,1.2618,1.585,1,-0,-0,0,0.034014,0.12018,0.17687,0.29705,0.38209,0.4966,0.62812,0.73129,0.79819,0.86281,0.91383,0.95465,0,0.071429,0.19048,0.2619,0.45238,0.54762,0.7619,0.90476,0.97619,0.97619,0.97619,0.97619,0.97619,1
0.94,0.15094,150,0.025641,0.87722,0.89849,0.98869,3.0444,12.902,0.99358,0.28181,0.075807,1.2486,0.63986,0.77259,0.7751,1,1.4037,0.79248,0.5,1,0,0.05354,0.10946,0.18917,0.25699,0.32957,0.4188,0.49375,0.59726,0.72933,0.87805,0.93159,0.96371,0,0.073171,0.14634,0.26829,0.34146,0.41463,0.5122,0.63415,0.80488,0.95122,0.97561,0.97561,0.97561,1
0.72,0.29969,860,0.18477,0.93352,0.46593,0.93115,28.94,42.912,0.99811,0.11371,0.012877,1.6378,0.42729,0.92707,0.97377,0.98991,1.161,1.085,1.4037,2,0.013059,0.073855,0.13663,0.20719,0.2772,0.35632,0.43951,0.53147,0.65986,0.78167,0.89427,0.9454,0.97471,0.022222,0.12593,0.22222,0.32593,0.41481,0.4963,0.57037,0.73333,0.94815,0.99259,0.99259,0.99259,0.99259,1
0.47,0.1194,736,0.17722,0.91388,0.50712,0.93473,23.283,38.315,0.99046,0.122,0.014676,1.6162,0.29443,0.85599,0.95744,1.198,1.2925,1.124,1.5,2,0.0086078,0.054272,0.12759,0.20988,0.28131,0.35951,0.45591,0.56219,0.68588,0.8106,0.90309,0.9623,0.98825,0.016575,0.099448,0.20994,0.28729,0.41436,0.52486,0.64641,0.8453,0.94475,0.99448,0.99448,0.99448,0.99448,1
